"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","54","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","58","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","84","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","20","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","35","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","54","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","54","1","0.000000","0","0"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","171","3","3","1881.777100","0","1956"
"/Game/EF_Grounds/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","70","4","2","143.725128","0","743"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","338","6","4","739.791626","0","5765"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","616","27","4","1120.799194","0","13462"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Foliage_SS_Mat.Master_Foliage_SS_Mat","0","212","3","2","376.833984","0","3341"
"/Game/Stylized_PBR_Nature/Terrain/M_Landscape.M_Landscape","0","115","10","3","240.773087","0","1133"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","82","1","1","1235.628052","665","42164"
"/Game/PN_OpenWorldFoliage/Materials/MA_OpenWorldFoliage.MA_OpenWorldFoliage","0","112","7","2","438.343506","0","1563"
"/Game/FL_Waterbody/Materials/3_Landscape_Mat.3_Landscape_Mat","0","299","26","7","670.054810","0","2864"
"/Game/EF_Grounds/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","0","574","38","7","2613.257812","0","8141"
"/Game/EF_Grounds/Common/MasterMaterial/Master_VertHeightLerp_Mat.Master_VertHeightLerp_Mat","0","175","31","5","1147.316162","350","4424"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","26","5","1","50.321857","0","130"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","35","6","1","68.200455","0","348"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","0","6","3","1","9.019185","0","17"
"/Game/Stylized_PBR_Nature/Terrain/M_Water_Basic.M_Water_Basic","0","23","1","1","43.022434","0","202"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","400","28","4","3026.848145","0","7163"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","33","4","1","188.805710","0","187"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","23","2","1","42.500443","0","132"
"/Game/EF_Grounds/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Imposter.MA_Imposter","0","164","5","2","473.068604","0","2696"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","0","4","4","1","5.529601","0","4"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","23","2","1","42.801552","0","146"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","0","4","2","1","5.803760","0","11"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","0","3","3","1","5.061051","0","3"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","23","1","1","41.863674","0","152"
"/Game/Materials/LandscapeMaterial.LandscapeMaterial","0","308","32","11","604.853394","14","2165"
"/Game/Materials/flickering_light.flickering_light","0","35","1","1","40.508171","0","366"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","0","4","2","1","5.317398","0","11"
"/Game/ManualImports/schraube.schraube","0","26","4","1","50.551876","0","204"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","0","3","3","1","4.485401","0","4"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","0","4","4","1","5.639561","0","6"
"/Game/ManualImports/rundholz.rundholz","0","26","3","1","51.459534","0","215"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","3","3","1","4.936971","0","3"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","3","3","1","4.932829","0","3"
"/Game/ManualImports/metall0.metall0","0","26","5","1","50.674351","0","175"
"/Game/ManualImports/lampholder.lampholder","0","14","2","1","27.621035","0","69"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","3","3","1","5.729778","0","3"
"/Game/ManualImports/holz1-1.holz1-1","0","26","5","1","52.723858","0","139"
"/Game/ManualImports/holz0.holz0","0","26","6","1","51.481598","0","145"
"/Game/ManualImports/Balkenholz.Balkenholz","0","26","3","1","51.318501","0","184"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","0","5","5","1","5.909064","0","9"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","69","16","3","171.280396","0","392"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","0","6","2","1","8.657847","0","21"
"/Game/EF_Grounds/Common/MasterMaterial/MasterVertLerp_Mat.MasterVertLerp_Mat","0","46","10","2","97.759819","0","312"
"/Game/EF_Grounds/Common/MasterMaterial/MASTER_BaseColor_Mat.MASTER_BaseColor_Mat","0","270","14","2","536.704346","0","5577"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_CandleWax.M_AVP2_CandleWax","0","23","6","1","43.940369","0","107"
"/Game/EF_FirstFloor/Effects/Materials/FlatSurfaces/glass_a_Mat.glass_a_Mat","0","49","4","1","96.911522","0","407"
"/Game/EF_FirstFloor/Effects/Materials/FlatSurfaces/glass_a_foggy_Mat.glass_a_foggy_Mat","0","49","1","1","99.906021","0","722"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Glass.M_AVP2_Glass","0","33","2","1","190.526611","0","306"
"/Game/Materials/M_RTMasterMaterial.M_RTMasterMaterial","0","46","11","2","89.007355","0","264"
"/Game/HouseOfChangwon/Materials/Concretes/M_Roof_Concrete_2.M_Roof_Concrete_2","0","25","1","1","48.210323","0","185"
"/Game/HouseOfChangwon/Materials/Woods/M_Pillar_Wood_01.M_Pillar_Wood_01","0","25","1","1","48.067554","0","183"
"/Game/HouseOfChangwon/Materials/Concretes/M_Roof_Concrete_1.M_Roof_Concrete_1","0","25","6","1","49.721256","0","133"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","0","13","5","1","15.145440","0","45"
"/Game/HouseOfChangwon/Materials/Woods/M_Module_Wood_01.M_Module_Wood_01","0","25","3","1","47.214344","0","153"
"/Game/HouseOfChangwon/Materials/Woods/M_Floor_wood.M_Floor_wood","0","23","6","1","43.023750","0","209"
"/Game/PN_OpenWorldFoliage/UE4_ThirdPerson/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","104","10","2","159.500900","0","1222"
"/Volumetrics/Content/Sky/Materials/M_VolumetricCloud_02_Profiles_PaintClouds.M_VolumetricCloud_02_Profiles_PaintClouds","0","68","8","1","755.601929","0","665"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","23","2","1","43.216888","0","203"
"/Game/HouseOfChangwon/Materials/Stones/M_Floor_Brick.M_Floor_Brick","0","25","2","1","49.026936","0","220"
"/Game/AdvancedGlassPack/Materials/01_Clean/M_Glass_CleanMaster.M_Glass_CleanMaster","0","68","4","2","861.751404","0","472"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","35","4","1","69.609840","0","454"
"/Game/OldWest/Shared/Materials/MM_MasterMaterial_01a.MM_MasterMaterial_01a","0","23","1","1","45.054939","0","164"
"/Game/FL_Waterbody/Materials/2_BillboardMaster_Mat.2_BillboardMaster_Mat","0","82","7","1","163.417831","0","922"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","82","6","1","176.559341","0","1041"
"/Game/EF_Grounds/Materials/WaterFall_b_Mat.WaterFall_b_Mat","0","35","4","1","206.204834","0","284"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Masked_Mat.Master_Masked_Mat","0","106","2","1","175.799149","0","1940"
"/Game/ManualImports/Cabinet.Cabinet","0","14","4","1","24.628630","0","77"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","23","1","1","41.742794","0","174"
"/Game/Props/Balkenholz.Balkenholz","0","16","1","1","27.449347","0","97"
"/Game/FL_Waterbody/Materials/1_PlantMaster_Mat.1_PlantMaster_Mat","0","82","5","1","148.907104","0","939"
"/Game/EF_Grounds/Effects/Materials/Water/PondWater_a_Mat.PondWater_a_Mat","0","71","6","1","2457.501465","142","2414"
"/Game/EF_Grounds/Materials/grassclump_b_Mat.grassclump_b_Mat","0","56","8","1","99.537788","0","504"
"/Game/EF_Grounds/Materials/grass_tall_a_Mat.grass_tall_a_Mat","0","82","3","1","159.342789","0","1635"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","47","6","1","88.851334","0","395"
"/Game/Stylized_PBR_Nature/Foliage/Materials/M_Foliage_Master.M_Foliage_Master","0","82","9","1","153.197922","0","708"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","46","7","1","90.507706","0","275"
"/Game/FL_Waterbody/Materials/1_BarkMaster_mAT.1_BarkMaster_Mat","0","82","7","1","139.102448","0","927"
"/Game/FL_Waterbody/Materials/1_ClutterMaster_Mat.1_ClutterMaster_Mat","0","56","2","1","85.812126","0","476"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Deco.M_AVP2_Deco","0","23","5","1","44.079010","0","100"
"/Game/EF_Grounds/Materials/house_water_Mat.house_water_Mat","0","23","1","1","44.923138","0","152"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Mirrors.M_AVP2_Mirrors","0","23","3","1","44.070244","0","113"
"/Game/ManualImports/wire_223198087.wire_223198087","0","14","8","1","24.962549","0","53"
"/Game/ManualImports/Chair_001.Chair_001","0","14","1","1","25.049919","0","73"
"/Game/ManualImports/DefaultMaterial.DefaultMaterial","0","14","6","1","25.068754","0","74"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Props_Masked_SubSurface_Mat_simplified.Master_Props_Masked_SubSurface_Mat_simplified","0","130","10","1","230.886215","0","1983"
"/Game/PN_OpenWorldFoliage/Materials/MA_OpenWorldGround.MA_OpenWorldGround","0","14","5","1","25.684408","0","37"
"/Game/ManualImports/Fantasy_Potions_Tex.Fantasy_Potions_Tex","0","14","1","1","26.972816","0","57"
"/Game/ManualImports/Chimney_v1_Mat1.Chimney_v1_Mat1","0","14","5","1","25.430096","0","73"
"/Game/ManualImports/iron.iron","0","14","2","1","25.050812","0","77"
"/Game/ManualImports/lamp_003.lamp_003","0","14","7","1","25.704369","0","60"
"/Game/ManualImports/re_lamp_02.re_lamp_02","0","14","4","1","25.220474","0","56"
"/Game/Props/Wood062_2K_Color1_Mat.Wood062_2K_Color1_Mat","0","14","1","1","25.670137","0","86"
"/Game/Props/Metal025_2K_Displacement_Mat.Metal025_2K_Displacement_Mat","0","14","4","1","25.500937","0","52"
"/Game/ManualImports/lambert2.lambert2","0","14","3","1","25.186958","0","78"
"/Game/Props/Material_48.Material_48","0","16","6","1","28.074532","0","56"
"/Game/Props/Metal022_2K_Color_Mat.Metal022_2K_Color_Mat","0","14","4","1","24.601204","0","41"
"/Game/Props/solid.solid","0","16","3","1","27.551487","0","76"
"/Game/Props/transparent.transparent","0","24","4","1","120.418335","0","122"
"/Game/Props/metall0.metall0","0","16","6","1","27.667204","0","69"
"/Game/Props/Wood062_2K_Displacement1_Mat.Wood062_2K_Displacement1_Mat","0","14","2","1","26.457514","0","63"
"/Game/Props/Metal022_2K_Metalness-Metal022_2K_Roughness_Mat.Metal022_2K_Metalness-Metal022_2K_Roughness_Mat","0","14","2","1","25.305834","0","68"
"/Game/Props/Metal_M.Metal_M","0","16","5","1","28.422421","0","42"
"/Game/Props/Metal025_2K_Metalness-Metal025_2K_Roughness_Mat.Metal025_2K_Metalness-Metal025_2K_Roughness_Mat","0","14","8","1","25.444033","0","39"
"/Game/Props/Metal025_2K_Color_Mat.Metal025_2K_Color_Mat","0","14","5","1","26.370121","0","55"
"/Game/Props/Metal022_2K_Displacement_Mat.Metal022_2K_Displacement_Mat","0","14","6","1","26.197027","0","38"
"/Game/Props/Wood062_2K_Color_Mat.Wood062_2K_Color_Mat","0","14","5","1","26.558094","0","72"
"/Game/Props/WoodFloor041_2K_Roughness_Mat.WoodFloor041_2K_Roughness_Mat","0","14","1","1","26.112988","0","76"
"/Game/Props/WoodFloor041_2K_Color1_Mat.WoodFloor041_2K_Color1_Mat","0","14","1","1","26.838049","0","78"
"/Game/Props/schraube.schraube","0","16","5","1","30.637089","0","87"
"/Game/Props/Wood062_2K_Displacement_Mat.Wood062_2K_Displacement_Mat","0","14","1","1","26.309917","0","70"
"/Game/Props/rundholz.rundholz","0","16","11","1","32.136173","0","72"
"/Game/Props/WoodFloor041_2K_Displacement1_Mat.WoodFloor041_2K_Displacement1_Mat","0","14","1","1","28.379318","0","81"
"/Game/Props/holz0.holz0","0","16","1","1","30.110796","0","83"
"/Game/Props/Wood062_2K_Roughness1_Mat.Wood062_2K_Roughness1_Mat","0","14","2","1","27.824320","0","39"
"/Game/Props/Wood062_2K_Roughness_Mat.Wood062_2K_Roughness_Mat","0","14","6","1","27.450848","0","48"
"/Game/Props/WoodFloor041_2K_Displacement_Mat.WoodFloor041_2K_Displacement_Mat","0","14","2","1","26.580896","0","61"
"/Game/FL_Waterbody/Materials/Misc/LandscapeSiding_Mat.LandscapeSiding_Mat","0","14","4","1","26.442738","0","50"
"/Game/Materials/M_poked_concrete.M_poked_concrete","0","14","5","1","26.291105","0","62"
"/Game/ManualImports/body.body","0","14","2","1","26.532373","0","45"
"/Game/Stylized_PBR_Nature/Rocks/Materials/M_Rock_Master.M_Rock_Master","0","23","6","1","47.364338","0","94"
"/Game/Props/WoodFloor041_2K_Roughness1_Mat.WoodFloor041_2K_Roughness1_Mat","0","14","9","1","25.934149","0","52"
"/Game/Stylized_PBR_Nature/Foliage/Materials/M_Tree_Trunk_Master.M_Tree_Trunk_Master","0","46","8","1","94.722473","0","245"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","33","8","1","200.990143","0","117"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","23","8","1","45.780987","0","93"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","47","9","1","88.394020","0","246"
"/Game/Props/holz1-1.holz1-1","0","16","2","1","32.444160","0","146"
"/Game/Props/WoodFloor041_2K_Color_Mat.WoodFloor041_2K_Color_Mat","0","14","9","1","27.512402","0","74"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","23","8","1","48.013733","0","173"
"/Game/EF_Grounds/Materials/twig_bark_a_Mat.twig_bark_a_Mat","0","46","7","1","97.603401","0","420"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","46","1","1","99.124344","0","254"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","23","7","1","46.039043","0","82"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","46","7","1","110.329453","0","238"
"Globals","49","5090","0","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","49","35","10","1","1148.107666","0","250"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","50","1","1","103.151459","0","1324"
"/Water/Materials/WaterInfo/DrawWaterInfo.DrawWaterInfo","49","6","1","1","7.627739","0","26"
"/Game/Stylized_PBR_Nature/Terrain/M_Water_Basic.M_Water_Basic","49","38","1","1","77.511162","0","778"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","29","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","10","1","0.000000","0","0"
